geometry,elevation,chainage
POINT (597491.1055157743 5460884.482865146),46.55029678,1062696.43
POINT (597478.852971767 5460877.829728548),46.75516891,1062710.372
POINT (597466.6003985628 5460871.176619722),48.25156403,1062724.314
POINT (597454.347796162 5460864.523538661),51.05003357,1062738.257
POINT (597442.0951645627 5460857.870485375),53.72663498,1062752.199
POINT (597429.8425037705 5460851.217459856),56.71715164,1062766.141
POINT (597417.5898137798 5460844.564462109),57.90085602,1062780.084
POINT (597405.3370945909 5460837.911492134),58.12654495,1062794.026
POINT (597393.0843462073 5460831.258549927),58.26858139,1062807.969
POINT (597380.8315686275 5460824.605635491),58.32346725,1062821.911
POINT (597368.5848239512 5460817.927680524),58.37329102,1062835.86
POINT (597356.3392786812 5460811.244672267),58.44736862,1062849.811
POINT (597344.0937040937 5460804.561691752),58.16002274,1062863.761
POINT (597331.848100189 5460797.878738974),58.16784286,1062877.712
POINT (597319.6024669651 5460791.195813939),57.5446701,1062891.662
POINT (597307.3568044258 5460784.512916642),57.30524445,1062905.613
POINT (597295.1111125695 5460777.830047086),57.2898407,1062919.563
POINT (597282.865391396 5460771.147205271),57.17472458,1062933.514
POINT (597270.6196409037 5460764.464391196),56.92494583,1062947.464
POINT (597258.3738610961 5460757.781604862),57.11463165,1062961.415
POINT (597246.1280519718 5460751.098846268),57.16307831,1062975.366
POINT (597233.8822135306 5460744.416115412),57.13241577,1062989.316
POINT (597221.6363457707 5460737.733412298),56.75280762,1063003.267
POINT (597209.3904486959 5460731.050736926),56.01841354,1063017.217
POINT (597197.1445223044 5460724.368089294),55.72563171,1063031.168
POINT (597184.7258511907 5460718.504547114),55.66612625,1063044.926
POINT (597171.8962829302 5460715.052334311),55.00719452,1063058.224
POINT (597159.0135906206 5460712.003774496),55.03957748,1063071.463
POINT (597146.130884874 5460708.955245079),55.42982483,1063084.701
POINT (597133.2481656957 5460705.906746058),56.32058334,1063097.94
POINT (597120.3654330785 5460702.858277434),56.63076782,1063111.178
POINT (597107.7684491772 5460697.983961043),56.73054123,1063124.737
POINT (597095.806286884 5460690.240982488),56.82471085,1063138.994
POINT (597083.978033743 5460682.037585982),56.7846489,1063153.393
POINT (597072.3234887057 5460673.283393313),56.55024719,1063167.972
POINT (597060.7357497171 5460664.326488161),56.39113617,1063182.619
POINT (597049.0913525275 5460655.536001717),55.56820297,1063197.209
POINT (597037.4437886814 5460646.755014068),55.23228836,1063211.795
POINT (597026.0156261097 5460637.366775963),54.45573425,1063226.6
POINT (597015.3646124132 5460626.090860081),53.33224869,1063242.134
POINT (597006.6463290954 5460611.501134942),53.16191101,1063259.173
POINT (596998.9246012944 5460595.593369707),53.79024506,1063276.866
POINT (596991.9633659394 5460578.85560927),54.71660995,1063294.994
POINT (596985.7180930263 5460561.477266219),56.12316895,1063313.469
POINT (596980.4951559682 5460543.306354309),56.58451462,1063334.196
POINT (596975.4920629442 5460524.974678855),58.1023407,1063355.546
POINT (596970.8386539274 5460506.438969617),58.92852783,1063377.028
POINT (596966.8438777573 5460487.518233942),59.45129776,1063398.756
POINT (596962.5688081174 5460468.746690943),60.14452362,1063418.145
POINT (596958.1356560331 5460450.064640862),59.23350906,1063437.346
POINT (596953.6649157386 5460431.40385911),58.63423157,1063456.535
POINT (596949.1941421438 5460412.743081911),59.00860977,1063475.724
POINT (596944.7233352468 5460394.082309266),60.457901,1063494.913
POINT (596941.0651558675 5460375.026195981),61.37745667,1063514.33
POINT (596937.9696273885 5460355.696352933),63.67347717,1063533.906
POINT (596935.0731298691 5460336.29188614),63.86289597,1063553.527
POINT (596932.312510442 5460316.83647204),64.55278015,1063573.177
POINT (596929.5518681868 5460297.38106015),64.86684418,1063592.827
POINT (596926.7503787734 5460277.940898104),64.41602325,1063612.468
POINT (596923.6769206249 5460258.602308149),64.44501495,1063632.05
POINT (596920.6034376184 5460239.263720758),64.1497345,1063651.631
POINT (596917.3238122831 5460220.009302332),63.04106903,1063671.163
POINT (596914.0149674371 5460200.766807565),61.35040665,1063690.688
POINT (596910.7060962333 5460181.524315647),61.16418839,1063710.213
POINT (596907.3971986722 5460162.281826577),61.16679001,1063729.738
POINT (596904.0882747535 5460143.039340358),60.73842239,1063749.263
POINT (596900.9264033253 5460123.738048838),59.78439331,1063768.822
POINT (596897.9859423352 5460104.348221009),59.09220123,1063788.434
POINT (596895.0454573476 5460084.958395588),58.20741272,1063808.045
POINT (596892.1049483588 5460065.568572576),57.41217041,1063827.657
POINT (596889.164415371 5460046.178751972),55.15180969,1063847.268
POINT (596886.2238583859 5460026.788933775),52.76583099,1063866.88
POINT (596883.2832774001 5460007.399117988),52.70742416,1063886.491
POINT (596880.3426724153 5459988.009304609),51.66096497,1063906.103
POINT (596877.4020434336 5459968.619493637),49.73404694,1063925.714
POINT (596874.4642575704 5459949.228627058),47.88534927,1063945.326
POINT (596871.6404180271 5459929.795705996),46.07134247,1063964.963
POINT (596868.8029440386 5459910.367928431),44.78408813,1063984.597
POINT (596865.7245362893 5459891.031149575),44.76979828,1064004.178
POINT (596862.6461036531 5459871.694373285),46.23195648,1064023.758
POINT (596859.41894599 5459852.418491564),48.74895096,1064043.303
POINT (596856.0959163172 5459833.181861076),51.30170441,1064062.824
POINT (596852.7728602021 5459813.945233458),53.92074966,1064082.346
POINT (596849.4497776451 5459794.708608705),55.61644363,1064101.867
POINT (596846.1266686479 5459775.471986821),57.71689987,1064121.389
POINT (596842.803533207 5459756.235367804),58.55241776,1064140.91
POINT (596839.562384777 5459736.965006767),60.7005043,1064160.452
POINT (596836.4530657018 5459717.640396004),62.32258606,1064180.025
POINT (596833.3437215434 5459698.315787849),64.46146393,1064199.598
POINT (596830.2343523025 5459678.991182296),66.30124664,1064219.171
POINT (596827.124957979 5459659.666579347),66.36430359,1064238.744
POINT (596824.3380462031 5459640.220672898),66.41760254,1064258.389
POINT (596821.569686981 5459620.767781802),65.83760071,1064278.038
POINT (596818.8013048886 5459601.314892927),66.1233139,1064297.687
POINT (596816.3319293247 5459581.762424533),68.22098541,1064317.395
POINT (596814.2017392582 5459562.129887375),68.99508667,1064337.152
POINT (596813.2956624016 5459542.228149786),67.97373199,1064357.074
POINT (596812.3895755024 5459522.326413026),67.2736969,1064376.997
POINT (596811.4176975985 5459502.433827087),67.21104431,1064396.913
POINT (596809.6678320242 5459482.724734889),66.52838898,1064416.717
POINT (596805.7918317107 5459464.00821024),64.61165619,1064435.955
POINT (596798.6712785331 5459447.427981436),63.78740311,1064454
POINT (596791.5506802953 5459430.847762824),64.25131226,1064472.044
POINT (596784.4300370016 5459414.267554403),64.48535156,1064490.089
POINT (596777.3093486499 5459397.687356175),63.04330826,1064508.133
POINT (596770.1886152389 5459381.107168139),60.91054535,1064526.178
POINT (596763.0678367702 5459364.526990295),58.25029755,1064544.223
POINT (596755.947013246 5459347.946822642),55.63814163,1064562.267
POINT (596748.8261446645 5459331.366665183),53.52784729,1064580.312
POINT (596741.7052310244 5459314.786517913),52.04488754,1064598.357
POINT (596734.584272329 5459298.206380838),49.98749924,1064616.401
POINT (596727.4632685751 5459281.626253951),47.98379898,1064634.446
POINT (596720.3422197665 5459265.046137259),46.26065826,1064652.49
POINT (596713.2211258996 5459248.466030759),45.08753586,1064670.535
POINT (596706.0999869782 5459231.885934451),42.30833817,1064688.58
POINT (596698.9788030008 5459215.305848335),38.96341324,1064706.624
POINT (596692.0988526135 5459198.566899206),35.87639999,1064724.758
POINT (596689.3526854279 5459179.105988428),34.42344666,1064744.412
POINT (596686.6064955256 5459159.645079843),34.3383522,1064764.065
POINT (596683.8602829063 5459140.184173452),31.00666428,1064783.719
POINT (596681.1140475686 5459120.723269255),28.93050766,1064803.373
POINT (596678.3677895162 5459101.262367251),31.95239449,1064823.026
POINT (596675.6215087471 5459081.801467443),34.93520737,1064842.68
POINT (596672.8752052599 5459062.340569826),36.98604584,1064862.334
POINT (596670.1288790579 5459042.879674404),44.36330032,1064881.988
POINT (596667.3825301399 5459023.418781175),48.07936096,1064901.641
POINT (596664.6361585037 5459003.95789014),48.0736618,1064921.295
POINT (596661.8897641533 5458984.497001299),48.71179581,1064940.949
POINT (596659.143347087 5458965.036114652),51.02993774,1064960.603
POINT (596656.3969073027 5458945.575230197),57.15750504,1064980.256
POINT (596653.6504448026 5458926.114347938),60.22779846,1064999.91
POINT (596650.9039595886 5458906.653467871),62.28204727,1065019.564
POINT (596648.157451659 5458887.19259),59.87374878,1065039.217
POINT (596645.4109210118 5458867.731714322),63.36358643,1065058.871
POINT (596642.664367651 5458848.270840839),72.69434357,1065078.525
POINT (596639.9177915748 5458828.809969546),84.10056305,1065098.179
POINT (596637.1711927833 5458809.349100449),90.12055969,1065117.832
POINT (596634.4245712745 5458789.888233546),91.59522247,1065137.486
POINT (596631.6779270525 5458770.427368839),97.95254517,1065157.14
POINT (596628.9312601155 5458750.966506324),104.1461563,1065176.794
POINT (596626.1845704615 5458731.505646002),110.2277069,1065196.447
POINT (596623.4378580926 5458712.044787874),115.0304565,1065216.101
POINT (596620.6911230107 5458692.583931941),121.0911484,1065235.755
POINT (596617.9443652141 5458673.123078203),127.8217926,1065255.408
POINT (596615.197584701 5458653.662226656),137.3070526,1065275.062
POINT (596612.4507814751 5458634.201377304),153.0902557,1065294.716
POINT (596609.7039555347 5458614.740530147),164.1988983,1065314.37
POINT (596606.957106878 5458595.279685184),170.0006409,1065334.024
POINT (596604.2102355089 5458575.818842415),180.0108032,1065353.677
POINT (596601.4633414255 5458556.358001839),185.3261566,1065373.331
POINT (596598.7164246261 5458536.897163457),184.6365509,1065392.985
POINT (596595.9694851146 5458517.43632727),182.0196075,1065412.638
POINT (596593.2225228889 5458497.975493276),175.3569946,1065432.292
POINT (596590.4755379494 5458478.514661477),180.5993958,1065451.946
POINT (596587.7285302943 5458459.053831872),185.3818054,1065471.6
POINT (596584.9814999253 5458439.59300446),189.5613861,1065491.253
POINT (596582.2344468446 5458420.132179243),194.7108154,1065510.907
POINT (596579.4873710503 5458400.67135622),199.9607697,1065530.561
POINT (596576.7402725406 5458381.210535391),205.9019928,1065550.215
POINT (596573.9931513194 5458361.749716757),213.1006165,1065569.868
POINT (596571.246007385 5458342.288900316),216.4017944,1065589.522
POINT (596568.4988407353 5458322.828086069),230.3651733,1065609.176
POINT (596565.7516513745 5458303.367274016),253.0091858,1065628.83
POINT (596563.0044393005 5458283.906464159),258.6033936,1065648.484
POINT (596560.2572045118 5458264.445656495),265.7379761,1065668.137
POINT (596557.5099470119 5458244.984851024),278.2149963,1065687.791
POINT (596554.7626667994 5458225.524047747),274.8288269,1065707.445
POINT (596552.0153638722 5458206.063246667),270.6271973,1065727.099
POINT (596549.2680382342 5458186.60244778),269.4336243,1065746.752
POINT (596546.5206898818 5458167.141651087),271.234436,1065766.406
POINT (596543.7733188188 5458147.680856587),279.7547913,1065786.06
POINT (596541.0259250434 5458128.220064284),273.4070129,1065805.714
POINT (596538.2785085539 5458108.759274174),272.662384,1065825.367
POINT (596535.5310693539 5458089.298486257),263.8244019,1065845.021
POINT (596532.7836074419 5458069.837700536),242.724411,1065864.675
POINT (596530.036122816 5458050.376917008),228.4167938,1065884.329
POINT (596527.2886154799 5458030.916135675),209.8834076,1065903.983
POINT (596524.5410854321 5458011.455356536),207.7539825,1065923.636
POINT (596521.7935326705 5457991.994579592),155.3061981,1065943.29
POINT (596519.0459571991 5457972.533804842),149.0532074,1065962.944
POINT (596516.2983590161 5457953.073032287),144.7041931,1065982.598
POINT (596513.5507381196 5457933.612261924),142.5615997,1066002.251
POINT (596510.8030945136 5457914.151493758),145.8114014,1066021.905
POINT (596508.0554281943 5457894.690727785),148.0232086,1066041.559
POINT (596505.3077391656 5457875.229964008),147.6131897,1066061.213
POINT (596502.5600274258 5457855.769202424),144.4710083,1066080.867
POINT (596499.8122929729 5457836.308443034),141.1233978,1066100.52
POINT (596497.0645358108 5457816.847685838),139.4100037,1066120.174
POINT (596494.3167559379 5457797.386930839),137.3646088,1066139.828
POINT (596491.5689533523 5457777.926178033),134.9635925,1066159.482
POINT (596488.8211280577 5457758.46542742),133.4951935,1066179.135
POINT (596486.0732800524 5457739.004679004),130.015213,1066198.789
POINT (596483.3254093346 5457719.543932781),127.0431976,1066218.443
POINT (596480.5775159082 5457700.083188754),129.4414063,1066238.097
POINT (596477.8295997694 5457680.62244692),129.3830109,1066257.751
POINT (596475.0816609223 5457661.161707281),130.4216003,1066277.404
POINT (596472.3336993648 5457641.700969836),136.5502167,1066297.058
POINT (596469.5857150952 5457622.240234585),140.7595825,1066316.712
POINT (596466.8377081174 5457602.77950153),146.5722046,1066336.366
POINT (596464.0896784296 5457583.31877067),146.1737976,1066356.02
POINT (596461.3416260302 5457563.858042003),148.6161957,1066375.673
POINT (596458.5935509226 5457544.397315532),149.7832031,1066395.327
POINT (596455.8454531052 5457524.936591255),148.7227783,1066414.981
POINT (596453.0973325764 5457505.475869172),144.1557922,1066434.635
POINT (596450.3491893398 5457486.015149284),136.5722046,1066454.289
POINT (596447.6010233937 5457466.55443159),133.4553986,1066473.942
POINT (596444.8528347363 5457447.093716092),127.4532089,1066493.596
POINT (596442.1046233715 5457427.633002788),126.673996,1066513.25
POINT (596439.3563892955 5457408.172291679),123.7011948,1066532.904
POINT (596436.6081325122 5457388.711582766),122.816185,1066552.558
POINT (596433.8598530199 5457369.250876045),115.8225861,1066572.211
POINT (596431.1115508167 5457349.790171518),108.4878006,1066591.865
POINT (596428.3632259064 5457330.329469189),103.9499969,1066611.519
POINT (596425.6148782873 5457310.868769052),107.6451874,1066631.173
POINT (596422.8665079576 5457291.408071112),106.5041962,1066650.827
POINT (596420.1181149211 5457271.947375366),102.452179,1066670.48
POINT (596417.3696991761 5457252.486681814),106.6162033,1066690.134
POINT (596414.6212607207 5457233.025990457),107.2623901,1066709.788
